64
0	5e+24	0	0	0	0	0	0
1	5e+24	0	6.25e+11	0	0	0	0
2	5e+24	0	1.25e+12	0	0	0	0
3	5e+24	0	1.875e+12	0	0	0	0
4	5e+24	0	2.5e+12	0	0	0	0
5	5e+24	0	3.125e+12	0	0	0	0
6	5e+24	0	3.75e+12	0	0	0	0
7	5e+24	0	4.375e+12	0	0	0	0
8	5e+24	6.25e+11	0	0	0	0	0
9	5e+24	6.25e+11	6.25e+11	0	0	0	0
10	5e+24	6.25e+11	1.25e+12	0	0	0	0
11	5e+24	6.25e+11	1.875e+12	0	0	0	0
12	5e+24	6.25e+11	2.5e+12	0	0	0	0
13	5e+24	6.25e+11	3.125e+12	0	0	0	0
14	5e+24	6.25e+11	3.75e+12	0	0	0	0
15	5e+24	6.25e+11	4.375e+12	0	0	0	0
16	5e+24	1.25e+12	0	0	0	0	0
17	5e+24	1.25e+12	6.25e+11	0	0	0	0
18	5e+24	1.25e+12	1.25e+12	0	0	0	0
19	5e+24	1.25e+12	1.875e+12	0	0	0	0
20	5e+24	1.25e+12	2.5e+12	0	0	0	0
21	5e+24	1.25e+12	3.125e+12	0	0	0	0
22	5e+24	1.25e+12	3.75e+12	0	0	0	0
23	5e+24	1.25e+12	4.375e+12	0	0	0	0
24	5e+24	1.875e+12	0	0	0	0	0
25	5e+24	1.875e+12	6.25e+11	0	0	0	0
26	5e+24	1.875e+12	1.25e+12	0	0	0	0
27	5e+24	1.875e+12	1.875e+12	0	0	0	0
28	5e+24	1.875e+12	2.5e+12	0	0	0	0
29	5e+24	1.875e+12	3.125e+12	0	0	0	0
30	5e+24	1.875e+12	3.75e+12	0	0	0	0
31	5e+24	1.875e+12	4.375e+12	0	0	0	0
32	5e+24	2.5e+12	0	0	0	0	0
33	5e+24	2.5e+12	6.25e+11	0	0	0	0
34	5e+24	2.5e+12	1.25e+12	0	0	0	0
35	5e+24	2.5e+12	1.875e+12	0	0	0	0
36	5e+24	2.5e+12	2.5e+12	0	0	0	0
37	5e+24	2.5e+12	3.125e+12	0	0	0	0
38	5e+24	2.5e+12	3.75e+12	0	0	0	0
39	5e+24	2.5e+12	4.375e+12	0	0	0	0
40	5e+24	3.125e+12	0	0	0	0	0
41	5e+24	3.125e+12	6.25e+11	0	0	0	0
42	5e+24	3.125e+12	1.25e+12	0	0	0	0
43	5e+24	3.125e+12	1.875e+12	0	0	0	0
44	5e+24	3.125e+12	2.5e+12	0	0	0	0
45	5e+24	3.125e+12	3.125e+12	0	0	0	0
46	5e+24	3.125e+12	3.75e+12	0	0	0	0
47	5e+24	3.125e+12	4.375e+12	0	0	0	0
48	5e+24	3.75e+12	0	0	0	0	0
49	5e+24	3.75e+12	6.25e+11	0	0	0	0
50	5e+24	3.75e+12	1.25e+12	0	0	0	0
51	5e+24	3.75e+12	1.875e+12	0	0	0	0
52	5e+24	3.75e+12	2.5e+12	0	0	0	0
53	5e+24	3.75e+12	3.125e+12	0	0	0	0
54	5e+24	3.75e+12	3.75e+12	0	0	0	0
55	5e+24	3.75e+12	4.375e+12	0	0	0	0
56	5e+24	4.375e+12	0	0	0	0	0
57	5e+24	4.375e+12	6.25e+11	0	0	0	0
58	5e+24	4.375e+12	1.25e+12	0	0	0	0
59	5e+24	4.375e+12	1.875e+12	0	0	0	0
60	5e+24	4.375e+12	2.5e+12	0	0	0	0
61	5e+24	4.375e+12	3.125e+12	0	0	0	0
62	5e+24	4.375e+12	3.75e+12	0	0	0	0
63	5e+24	4.375e+12	4.375e+12	0	0	0	0
